Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-06-14,38.70452117919922,40.47652053833008,36.81413269042969,38.71305465698242,477871463,0,0
2021-06-15,40.53583908081055,41.75867462158203,39.435813903808594,41.153648376464844,605285143,0,0
2021-06-16,39.54534912109375,41.496307373046875,37.50349807739258,39.703617095947266,576016902,0,0
2021-06-17,39.68927001953125,41.237430572509766,38.28608322143555,39.264591217041016,417775600,0,0
2021-06-18,39.26678466796875,39.427127838134766,35.0040168762207,36.64879608154297,424163369,0,0
2021-06-19,36.81910705566406,37.35458755493164,34.981605529785156,35.35343551635742,264640750,0,0
2021-06-20,35.23702621459961,35.92838668823242,31.36209487915039,35.32201385498047,452587531,0,0
2021-06-21,35.261436462402344,35.497615814208984,25.949079513549805,26.657400131225586,760344541,0,0
2021-06-22,26.592830657958984,28.712968826293945,20.380443572998047,26.7718563079834,1258580061,0,0
2021-06-23,26.91294288635254,32.7729606628418,25.69648551940918,30.048887252807617,1111302687,0,0
2021-06-24,30.846078872680664,32.991310119628906,28.548385620117188,31.181034088134766,641150364,0,0
2021-06-25,31.16853141784668,32.90251541137695,28.035079956054688,28.698862075805664,632052177,0,0
2021-06-26,28.607898712158203,30.007036209106445,26.710813522338867,29.712854385375977,560342710,0,0
2021-06-27,29.752639770507812,31.929391860961914,29.271196365356445,31.929391860961914,497353288,0,0
2021-06-28,31.880830764770508,34.24322509765625,31.035127639770508,32.92778015136719,473612135,0,0
2021-06-29,33.00978469848633,35.788578033447266,32.7266845703125,33.86680221557617,471854279,0,0
2021-06-30,33.96297073364258,35.9547233581543,31.601350784301758,35.55640411376953,570984168,0,0
2021-07-01,35.505653381347656,35.53819274902344,32.38627243041992,33.40403366088867,474665321,0,0
2021-07-02,33.30630874633789,34.03178787231445,31.479923248291016,34.02048110961914,440298780,0,0
2021-07-03,34.01557540893555,35.40476989746094,33.2984733581543,34.478816986083984,327019964,0,0
2021-07-04,34.4951171875,35.50237274169922,33.55573654174805,34.31060028076172,303420520,0,0
2021-07-05,34.28255081176758,34.461822509765625,32.48269271850586,32.984588623046875,313839322,0,0
2021-07-06,32.93030548095703,34.97831726074219,32.93030548095703,34.26913833618164,365336040,0,0
2021-07-07,34.23280715942383,38.01170349121094,33.8420295715332,36.59136962890625,519252659,0,0
2021-07-08,36.71971893310547,36.915283203125,32.80227279663086,33.20372772216797,498201257,0,0
2021-07-09,33.13433074951172,34.38794708251953,31.99104881286621,33.2646484375,327170629,0,0
2021-07-10,33.31843948364258,34.14048767089844,31.186784744262695,31.788644790649414,296566657,0,0
2021-07-11,31.693038940429688,32.53633499145508,31.41175651550293,32.17784118652344,211679810,0,0
2021-07-12,32.17338943481445,32.6440544128418,30.074201583862305,30.848087310791016,221058993,0,0
2021-07-14,29.03959846496582,29.221515655517578,28.97917938232422,28.97917938232422,196241024,0,0
