Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-06-14,0.06014467030763626,0.08265966922044754,0.058873921632766724,0.06820815056562424,33903825,0,0
2021-06-15,0.08100239932537079,0.09920413047075272,0.07687100768089294,0.08904551714658737,186995946,0,0
2021-06-16,0.09484054893255234,0.1210784763097763,0.08678214997053146,0.10895352810621262,393511535,0,0
2021-06-17,0.10885576903820038,0.11875299364328384,0.09286908060312271,0.09676268696784973,213580830,0,0
2021-06-18,0.0967460423707962,0.10175205022096634,0.07784728705883026,0.08221402019262314,136972685,0,0
2021-06-19,0.08214332163333893,0.09287994354963303,0.07555314153432846,0.08677977323532104,116589689,0,0
2021-06-20,0.08675994724035263,0.0954025536775589,0.08075165003538132,0.0908607766032219,97130067,0,0
2021-06-21,0.09083779901266098,0.09162615984678268,0.063750259578228,0.06732422858476639,110513596,0,0
2021-06-22,0.06711509823799133,0.07415410131216049,0.05217833071947098,0.060193128883838654,126614405,0,0
2021-06-23,0.06016385927796364,0.0671871080994606,0.05851731076836586,0.06221098080277443,87980986,0,0
2021-06-24,0.06298466771841049,0.06688851118087769,0.05924563109874725,0.0647955983877182,46330978,0,0
2021-06-25,0.06480398029088974,0.06480398029088974,0.05545902997255325,0.05711260065436363,48909893,0,0
2021-06-26,0.05711083114147186,0.058153338730335236,0.053867340087890625,0.055841051042079926,32273630,0,0
2021-06-27,0.05585988983511925,0.06241700053215027,0.05564916133880615,0.061814241111278534,43787489,0,0
2021-06-28,0.06181558966636658,0.06202621012926102,0.05825125053524971,0.058743350207805634,36904263,0,0
2021-06-29,0.05868097022175789,0.061929311603307724,0.0570443794131279,0.0587758906185627,43168481,0,0
2021-06-30,0.05876335874199867,0.05898848921060562,0.05592009052634239,0.05775383114814758,29877446,0,0
2021-07-01,0.05776591971516609,0.058576181530952454,0.05590381100773811,0.05666306987404823,18300245,0,0
2021-07-02,0.05666426941752434,0.05832194164395332,0.053473249077796936,0.05757667124271393,26977777,0,0
2021-07-03,0.057571299374103546,0.05875517055392265,0.056402020156383514,0.0577257014811039,15454193,0,0
2021-07-04,0.05772602930665016,0.05847892165184021,0.05514255911111832,0.055688418447971344,16793372,0,0
2021-07-05,0.05568950995802879,0.05662931874394417,0.05427635833621025,0.054680921137332916,15954957,0,0
2021-07-06,0.05466772988438606,0.056238219141960144,0.05465158075094223,0.05527226999402046,15475827,0,0
2021-07-07,0.05527760088443756,0.06184770166873932,0.05504192039370537,0.05694001913070679,35475648,0,0
2021-07-08,0.05696126073598862,0.05755707994103432,0.05483172833919525,0.05562895908951759,19525790,0,0
2021-07-09,0.05563117936253548,0.056417811661958694,0.053363069891929626,0.055960509926080704,16873879,0,0
2021-07-10,0.055970530956983566,0.05641207844018936,0.05385491997003555,0.05415913835167885,11542572,0,0
2021-07-11,0.05417802184820175,0.05569836124777794,0.05397583171725273,0.05500046908855438,9905746,0,0
2021-07-12,0.055008258670568466,0.055008258670568466,0.050194159150123596,0.05170987918972969,16627138,0,0
2021-07-14,0.04897809401154518,0.04923045635223389,0.04897809401154518,0.04922977089881897,16822070,0,0
