Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-06-14,0.11240000277757645,0.11660999804735184,0.10869999974966049,0.11303599923849106,633678086,0,0
2021-06-15,0.11346200108528137,0.11552800238132477,0.11015699803829193,0.11347600072622299,684621996,0,0
2021-06-16,0.11139199882745743,0.11425600200891495,0.10574600100517273,0.10748600214719772,623321359,0,0
2021-06-17,0.10756000131368637,0.11146199703216553,0.10505600273609161,0.10722000151872635,532672785,0,0
2021-06-18,0.1072700023651123,0.1072700023651123,0.0964680016040802,0.09946399927139282,640121511,0,0
2021-06-19,0.09968800097703934,0.1020670011639595,0.09690800309181213,0.0970819965004921,500490018,0,0
2021-06-20,0.09667400270700455,0.10051099956035614,0.08846600353717804,0.09871900081634521,618711444,0,0
2021-06-21,0.0984409973025322,0.09886100143194199,0.0731080025434494,0.07371599972248077,733107112,0,0
2021-06-22,0.07343500107526779,0.08088800311088562,0.059845998883247375,0.07147099822759628,1125820074,0,0
2021-06-23,0.07164700329303741,0.08434300124645233,0.06811399757862091,0.07576499879360199,857491824,0,0
2021-06-24,0.07616899907588959,0.08307100087404251,0.07237699627876282,0.08054500073194504,683575244,0,0
2021-06-25,0.0807500034570694,0.08313299715518951,0.0712369978427887,0.07238200306892395,670392802,0,0
2021-06-26,0.07223299890756607,0.07576099783182144,0.06912299990653992,0.07384900003671646,619431811,0,0
2021-06-27,0.07401899993419647,0.07794199883937836,0.07135800272226334,0.07783299684524536,529222332,0,0
2021-06-28,0.07796400040388107,0.08168300241231918,0.07577399909496307,0.07924199849367142,580990305,0,0
2021-06-29,0.07941199839115143,0.09497299790382385,0.07899700105190277,0.08978299796581268,785711460,0,0
2021-06-30,0.08998800069093704,0.09432300180196762,0.0818220004439354,0.09060999751091003,716132535,0,0
2021-07-01,0.09111999720335007,0.09111999720335007,0.08272299915552139,0.08459900319576263,579426914,0,0
2021-07-02,0.08455400168895721,0.08753900229930878,0.08209700137376785,0.08674299716949463,547688477,0,0
2021-07-03,0.08658800274133682,0.09019199758768082,0.08437199890613556,0.08738599717617035,501234345,0,0
2021-07-04,0.08740899711847305,0.08998200297355652,0.08492500334978104,0.08780399709939957,515840507,0,0
2021-07-05,0.08779499679803848,0.08779499679803848,0.0817829966545105,0.08340799808502197,528925938,0,0
2021-07-06,0.08333899825811386,0.08695700019598007,0.08315599709749222,0.08452799916267395,534920876,0,0
2021-07-07,0.08453299850225449,0.08607300370931625,0.08332899957895279,0.08342800289392471,498619499,0,0
2021-07-08,0.0835459977388382,0.08371999859809875,0.07519599795341492,0.07618899643421173,583597655,0,0
2021-07-09,0.076044000685215,0.07823199778795242,0.07242699712514877,0.0768589973449707,501775194,0,0
2021-07-10,0.07702399790287018,0.07873900234699249,0.07482600212097168,0.07594899833202362,421312621,0,0
2021-07-11,0.07592900097370148,0.0790570005774498,0.07503899931907654,0.07762899994850159,381513158,0,0
2021-07-12,0.07771199941635132,0.07891099900007248,0.07399500161409378,0.07517199963331223,394884814,0,0
2021-07-14,0.07263781875371933,0.07291821390390396,0.07224536687135696,0.07224536687135696,390921536,0,0
