Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-06-14,0.5750759840011597,0.5986729860305786,0.5161499977111816,0.5477499961853027,363979768,0,0
2021-06-15,0.544746994972229,0.5542140007019043,0.47604501247406006,0.5362229943275452,113815332,0,0
2021-06-16,0.49872100353240967,0.5214099884033203,0.4715529978275299,0.5021049976348877,104634224,0,0
2021-06-17,0.5032690167427063,0.5758810043334961,0.48949798941612244,0.5623679757118225,224747265,0,0
2021-06-18,0.5625240206718445,0.6384140253067017,0.556086003780365,0.57881098985672,290959449,0,0
2021-06-19,0.5800150036811829,0.6233100295066833,0.5759440064430237,0.5904620289802551,190679268,0,0
2021-06-20,0.5897390246391296,0.6033329963684082,0.5304579734802246,0.5898249745368958,193760288,0,0
2021-06-21,0.5895220041275024,0.6102949976921082,0.44554799795150757,0.4624510109424591,217768781,0,0
2021-06-22,0.45937299728393555,0.5039169788360596,0.35066699981689453,0.45049598813056946,295402979,0,0
2021-06-23,0.45285698771476746,0.4887300133705139,0.4216330051422119,0.4703119993209839,176365584,0,0
2021-06-24,0.4787740111351013,0.4893049895763397,0.4442409873008728,0.48548099398612976,94844096,0,0
2021-06-25,0.4866420030593872,0.4866420030593872,0.41628700494766235,0.4279319941997528,124145391,0,0
2021-06-26,0.42629700899124146,0.4272040128707886,0.3862510025501251,0.423911988735199,107973639,0,0
2021-06-27,0.4245319962501526,0.43200600147247314,0.39950698614120483,0.43029600381851196,96384607,0,0
2021-06-28,0.4315339922904968,0.43700098991394043,0.40840399265289307,0.42835500836372375,117835299,0,0
2021-06-29,0.4289639890193939,0.44925400614738464,0.41852501034736633,0.4257270097732544,120533719,0,0
2021-06-30,0.42776599526405334,0.42885899543762207,0.38525599241256714,0.4113140106201172,115377729,0,0
2021-07-01,0.4119910001754761,0.4119910001754761,0.3699209988117218,0.3788110017776489,94920322,0,0
2021-07-02,0.37824299931526184,0.3832089900970459,0.34733501076698303,0.3698579967021942,80671004,0,0
2021-07-03,0.36871498823165894,0.384196013212204,0.35583800077438354,0.37776800990104675,65701195,0,0
2021-07-04,0.3771879971027374,0.3842340111732483,0.36195701360702515,0.3756699860095978,66462741,0,0
2021-07-05,0.3755579888820648,0.3755579888820648,0.3472000062465668,0.3529599905014038,75220163,0,0
2021-07-06,0.3536590039730072,0.36213400959968567,0.3400520086288452,0.35254499316215515,124269182,0,0
2021-07-07,0.3540149927139282,0.36803799867630005,0.3455820083618164,0.35365501046180725,96329098,0,0
2021-07-08,0.3532859981060028,0.4044969975948334,0.33859801292419434,0.3818199932575226,370403537,0,0
2021-07-09,0.3821229934692383,0.3821229934692383,0.340815007686615,0.35894298553466797,159460274,0,0
2021-07-10,0.3583900034427643,0.3583900034427643,0.33027300238609314,0.3426760137081146,77453401,0,0
2021-07-11,0.34261399507522583,0.35175400972366333,0.32969701290130615,0.34576499462127686,97538628,0,0
2021-07-12,0.3464309871196747,0.3467240035533905,0.3220680058002472,0.3329229950904846,62943164,0,0
2021-07-14,0.30942195653915405,0.3096528649330139,0.30297425389289856,0.30297425389289856,89103976,0,0
